area,category,title,postedtime,updatedtime,url,description
gbs,nfb,"$2750 / 1br - 650ft² - New SS Appliances, HW Floors, Fresh Paint, and More !Fee Negotiable! (South End)",2014-10-20  9:10am,2014-10-22  9:38am,http://boston.craigslist.org/gbs/nfb/4722930150.html,"         it is a floor through unit, well laid out with a large front facing living/dining area that overlooks the park on warren. while the large bowed window makes the living room large, there is still a separate alcove through a beautiful archway that is perfect for a dining table or office space. the brand new kitchen with stainless steel appliances and stone counters is left open to the living/dining room giving the space much more natural light. in the back is the large bedroom which enjoys the tranquility provided by dartmouth square. 

6 minute walk to back bay station
less than 10 minutes walking distance to the butcher shop, wink n nod, stella, etc"
gbs,fee,$1550 / 1br - 1 Bedroom BEACON HILL Myrtle Street Apartment (Beacon Hill),2014-10-22  9:36am,2014-10-22  9:36am,http://boston.craigslist.org/gbs/fee/4726260343.html,"        id: 1087257
rent: $1550 / month
broker fee: one month
available date: now
beds: 1
baths: 1
pet: no pet
rent includes: heat, hot water


spacious 1 bedroom beacon hill apartment available 09/01.  unit features wood flooring, exposed brick, hardwood flooring, nice layout, unique characteristics, and french doors. heat and hot water included.


alyssa kidger
the boston realty group
show contact info

show contact info"
gbs,nfb,$1250 / 1br - 1300ft² - ROOMMATES 1br in Renovated 3br/2ba w/laundry !Fee Negotiable! (South End),2014-09-22  2:29pm,2014-10-22  9:38am,http://boston.craigslist.org/gbs/nfb/4680356971.html,"        great bedroom available in this newly renovated 3br/2ba duplex! new kitchen, bathrooms, windows, lights, everything! upstairs has a bedroom, bathroom, kitchen, and the living/dining area. downstairs are the other two bedrooms, a bathroom, and the private laundry room. 

the other two students are both local med students.
    "
sob,abo,"$1366 / 2br - 1070ft² - 235-Dishwasher~Disposal~ Washer/Dryer!! (Income Restricted) (Raynham, MA)",2014-10-22  9:43am,2014-10-22  9:43am,http://boston.craigslist.org/sob/abo/4726269180.html,"        chestnut farm apartments is an elegant and distinctive rental community located on a peaceful setting of fifty beautiful acres of land with unparalleled access to routes 495 and 24. our beautiful apartments include:

-sparkling pool & spa
-fitness center
-washer/dryer in unit
-central ac
-fully applianced kitchen
-walk-in closets
-tot lot
-garage & storage on site

come live the good life at chestnut farm apartments!
visit our property website for more information and photos!!

www.chestnutfarmraynham.com"
gbs,reo,$650000 / 2br - 1250ft² - Two Renovated South End Income Units w/ Tenants (South End),2014-10-06 10:28am,2014-10-22  9:38am,http://boston.craigslist.org/gbs/reo/4701599479.html,"        this is a unique opportunity to own a great south end rental property or convert it back into the original 2br+ / 2ba unit it once once. the entire building was redone with stainless steel appliances, gorgeous decks, central heat & a/c, recessed lights, crown molding, a great security system, and more. this offering includes one direct access, off street, gated parking space.

the current layout of the unit has a reception area with two entries, one leading to the studio and the other leading down a flight of stairs to the one bedroom unit.

the studio is approximately 600 sqft with hardwood floors in the living area, a private patio, in unit laundry, tiled floors in the bathroom and kitchen, as well as stainless steel appliances and granite counters in the kitchen. (current tenant has a 1yr lease @ $1925/month)

the one bedroom is approximately 650 sqft with hardwood floors in the living area and bedroom, stainless steel appliance and granite counters in the open kitchen, great storage space, side-by-side in unit laundry, tiled bathroom, and a private patio. (current tenant has a 1yr lease @ $2000/month)

2014 tax estimates ~$7400/year
monthly condo fees ~$220/month
    "
gbs,nfb,$1250 / 1br - 2450ft² - ROOMMATES Bedrooms available in Gut-Renovated 5br/2ba ! FEE PAID ! (South Boston),2014-09-23  1:05pm,2014-10-22  9:38am,http://boston.craigslist.org/gbs/nfb/4681864488.html,"        this huge unit was completely renovated with hardwood floors, granite counters, stainless steel appliances, in-unit laundry, 4 large bedrooms, 1 relatively smaller bedroom, and an open layout living room.

great location close to the #9 bus, lincoln tavern, most of the main w broadway spots, and a 10 min walk to the broadway t station.

the first picture is of the kitchen. the second is from the kitchen looking towards the dining/living room. the third and fourth picture are two of the larger bedrooms.
    "
nos,nfb,"$1857 / 2br - Great 2 bedroom 2 bath gym,indoor  Basketball court (Saugus)",2014-10-22  9:38am,2014-10-22  9:38am,http://boston.craigslist.org/nos/nfb/4726262430.html,"        id: 787941
rent: $1857 / month
broker fee: no fee
available date: -
beds: 2
baths: 2

features: balcony, carpet, central air, dishwasher, disposal, fitness center, indoor basketball court, laundry in unit, on-site super, security system, swimming pool


*private deck and patio
*full size washer and dryer
*central heat and a/c
*dishwasher
*disposal
*walk-in closet
*intrusion alarm
*gas fireplaces
*direct access and detached garage options
*optional loft with cathedral ceilings
*clubhouse with multi use court
*state of the art fitness facility with cardio vascular and weight-training equipment
*outdoor heated pool with spa
*picnic area with bbq area
*tot lot


with a location that is second to none look at all that can be within your fingertips with this location that cannot be matched!
*walk to square one mall and other shopping centers
*right next to break heart reservation
*with any kind of restaurant you could possibly imagine being right there
*9 miles from boston
*right on rt. 1
*minutes to logan airport
*also close to rt. 93 and 128
rental features
- air conditioning 	- central heat 	- walk-in closet
- breakfast nook 	- dishwasher 	- refrigerator
- stove/oven 	- washer 	- dryer
- balcony, deck, or patio 	- swimming pool 	- cable-ready

community features
- guest parking 	- business center 	- clubhouse
- fitness center 	- swimming pool


also other properties revere,malden,melrose, medford, saugus, chelsea,  everett


boston commonwealth
boston commonwealth real estate
show contact info

show contact info"
gbs,nfb,"$1800 / 1br - 620ft² - Large 1br with HW Floors, SS Appliances, & Roof Deck !Fee Negotiable! (South Boston)",2014-10-15  9:27am,2014-10-22  9:38am,http://boston.craigslist.org/gbs/nfb/4715502059.html,"        great one bedroom condo, located below thomas park, close to the t and broadway shops. large closet space and recently done cosmetic work throughout, including an updated kitchen and a spacious living area. access to a large common roof deck with some of the best views in southie and common laundry in the basement."
sob,reb,$649900 Development Opportunity near Sea Street (Quincy),2014-10-22  9:34am,2014-10-22  9:34am,http://boston.craigslist.org/sob/reb/4726257106.html,"        developers  or contractors !  this property has so much potential for multi-use development.  double lot  12,000 sq. ft. !  95% of street has already been development into apartment buildings, condo's or larger homes.

ocean view, walk to beach...  close to everything. "
gbs,fee,$1525 WOW! Studio Alcove Westland Ave Nr Berklee & NEU for Nov1  (Fenway),2014-10-07  2:42pm,2014-10-22  9:38am,http://boston.craigslist.org/gbs/fee/4703727222.html,"boston - back bay - 1/2 fee   westland avenue properties #1: near to all northeastern university, berklee college of music, and all fenway area colleges and universities!! studio's $1515 and up; studio alcoves $1525 + up, one beds $1950 + up; 1/2 bed splits $2350 & up; 2 beds $2850 and up; 2/3 bed splits $3450 & up; heat and hot water included; one year lease; 1/2 fee.    cat ok -     listing#-5022121 

     "
gbs,nfb,$1800 / 1br - 620ft² - Gorgeously Oversized One Bedroom !Fee Negotiable! (South Boston),2014-09-26  3:25pm,2014-10-22  9:38am,http://boston.craigslist.org/gbs/nfb/4686980916.html,"        great one bedroom condo, located below thomas park, close to the t and broadway shops. large closet space and recently done cosmetic work throughout, including an updated kitchen and a spacious living area. access to a large common roof deck with some of the best views in southie and common laundry in the basement.
    "
nos,nfb,$2124 / 3br - !! 3 bed 2 bath heat and hot water included (Malden),2014-10-16 11:57am,2014-10-22  9:38am,http://boston.craigslist.org/nos/nfb/4717311375.html,"        id: 1226455
rent: $2124 / month
broker fee: no fee
available date: now
beds: 3
baths: 2
pet: pet friendly


6 miles north of boston, this location offers easy access to rt. 1, rt. 93, airport, boston, etc,amenities include state of the art fitness center-billiards room-racquetball, tennis, volleyball, swimming pool, onsite dry cleaning and mbta service,bbq areas- community centercommunity conveniences 24 hour access to the laundry centers. located on every floor in the high rises and the first floor in the garden buildings. laundry card system. atm machines at two locations.convenience and snack shop . drop-off dry cleaning. package acceptance. out- going mail. pets pet friendly! dog-run area for your pet. we accept small to medium size dogs (limited breeds) for $55 per month. a cat is $35 per monthunique community surrounding a private park and pond. select from garden or high rise style homes. extra large floorplans accomodate complete king size bedroom sets with room to spare! heat and hot water included. best promotion of the year! all quoted rents include this promotion. building style choose our 8 story high rise or 3 story garden style. concrete and brick construction between apartments.*wall to wall carpet
*galley style kitchens
*some units are brand new renovated
*balcony or patio in select units
*views of boston in select units
*large layouts
*ample closet space
*washer and dryer facility on each floor
*heat and hot water is free of charge
*state of the art fitness facility
*movie theater
*resort style swimming pool with sundeck
*community room
*game room
*business center
*tennis courts
*basketball court
*convenient store
*free outdoor parking
*garage parking option with a feeair conditioning walk-in closet dishwasher refrigerator laundry area - inside balcony, deck, or patio swimming pool 24 hour access to the laundry centers. located on every floor in the high rises and the first floor in the garden buildings. laundry card system. atm machines at two locations.convenience and snack shop . drop-off dry cleaning. package acceptance. out- going mail. pets pet friendly! dog-run area for your pet. we accept small to medium size dogs (limited breeds) for $55 per month. a cat is $35 per monthunique community surrounding a private park and pond. select from garden or high rise style homes. extra large floorplans accomodate complete king size bedroom sets with room to spare! heat and hot water included. best promotion of the year! all quoted rents include this promotion. building style choose our 8 story high rise or 3 story garden style. concrete and brick construction between apartments. recreation active lifestyles ? lounge on the spacious sundeck next to our pool. or take a sunrise stroll around our lovely pond.6 miles north of boston, this location offers easy access to rt. 1, rt. 93, airport, boston, etc,amenities include state of the art fitness center-billiards room-racquetball, tennis, volleyball, swimming pool, onsite dry cleaning and mbta service,bbq areas- community centercommunity conveniences 24 hour access to the laundry centers. located on every floor in the high rises and the first floor in the garden buildings. laundry card system. atm machines at two locations.convenience and snack shop . drop-off dry cleaning. package acceptance. out- going mail. pets pet friendly! dog-run area for your pet. we accept small to medium size dogs (limited breeds) for $55 per month. a cat is $35 per monthunique community surrounding a private park and pond. select from garden or high rise style homes. extra large floorplans accomodate complete king size bedroom sets with room to spare! heat and hot water included. best promotion of the year! all quoted rents include this promotion. building style choose our 8 story high rise or 3 story garden style. concrete and brick construction between apartments.*wall to wall carpet
*galley style kitchens
*some units are brand new renovated
*balcony or patio in select units
*views of boston in select units
*large layouts
*ample closet space
*washer and dryer facility on each floor
*heat and hot water is free of charge
*state of the art fitness facility
*movie theater
*resort style swimming pool with sundeck
*community room
*game room
*business center
*tennis courts
*basketball court
*convenient store
*free outdoor parking
*garage parking option with a fee


no commercial vehiclesonly 1 cat or 1 dog allowed 20 lb weight limit


also other properties located in revere,malden,melrose, medford, saugus, chelsea,  everett



boston commonwealth
boston commonwealth real estate
show contact info

show contact info"
gbs,fee,"$2859 / 2br - 1174ft² - Luxury 2 Bed 2 Bath Loft.. ""T"", Rte 93 close, Dog ok!! (Charlestown)",2014-10-22  9:29am,2014-10-22  9:29am,http://boston.craigslist.org/gbs/fee/4726250628.html,"        id: 1406084
location: caldwell st., boston (charlestown)
rent: $2859 / month
broker fee: other
available date: october 15th
beds: 2
baths: 2
pet: dog ok
rent includes: heat

features: alarm system, balcony, carpet, central air, ceramic tiles, concierge, deck, dishwasher, disposal, elevator, fitness center, gas stove, granite counter tops, granite counters, handicap access, high ceiling, internet, laundry in unit, loft, microwave, modern kitchen, new appliances, new/renovated bath, new/renovated kitchen, on-site super, pantry, parking for rent, polished concrete flooring, stainless steel appliance(s), storage, walk-in closet


in unit washer/dryer,stainless appliances, polished concrete flooring, carpeting in bedrooms, dogs-any size welcome, doggy park across street, 24 hour fitness center
covered and open garage spaces available. assigned parking spaces.
closest train and bus: sullivan square - only a 3 minute walk


lauren miller
show contact info


channing real estate
1776 massachusetts avenue #10, cambridge, ma 02140
show contact info

show contact info
(fax)



the above information is deemed reliable but not guaranteed and is subject to change. this offering is subject to prior rental, price change, or withdrawal without notice.
    "
gbs,nfb,"$3900 / 3br - 1114ft² - Free rent-$9000 2 months free rent,""Luxury"" 3 bed,Walk to HLS,Deleaded (Cambridge)",2014-10-22  9:42am,2014-10-22  9:42am,http://boston.craigslist.org/gbs/nfb/4726268635.html,"        id: 1542759
location: langdon st., cambridgerent: $3900 / month
available date: september 1st
beds: 3
baths: 1.5
pet: no pet
rent includes: heat, hot water

features: **no fee**, dishwasher, eat-in kitchen, fireplace, granite counter tops, hardwood floors, high ceiling, internet, laundry, marble bath, microwave, modern bath, modern kitchen, near t, new appliances, new/renovated bath, new/renovated kitchen, parking for rent, separate kitchen, stainless steel appliance(s), walk-in closet, yard


2 months free, flexible lease terms.  newly renovated, granite and stainless kitchen.  1.5 baths, nice rear porch, deleaded, hardwood floors - luxury unit.



each apartment building is architecturally distinct, yet the interiors of the four discrete buildings are all equally modish. these cambridge ma apartments have just been refinished with energy-efficient appliances and fixtures, and live more like a collection of lovingly restored mansions than apartment rentals.

each of these one- and two-bedroom apartments for rent in cambridge is covered by our 24 hour maintenance guarantee; and you won't have to pay extra for heat and hot water. what's more, you can pay your apartment rental online.

your cambridge ma apartment is centrally located on a tree-lined street that's an easy stroll to harvard, central and porter squares, and other neighborhood shops and restaurants. you'll also enjoy on-site parking and easy access to public transportation from your apartment.

come home to langdon street in cambridge, ma, and start living the good life. these bright and airy one and two bedroom cambridge apartments for rent feature gleaming hardwood floors and large windows. select apartments  boast private covered terraces and charming architectural features such as fireplaces, built-in china cupboards and arched doorways. the kitchens include a refrigerator and gas stove. convenient onsite parking is available for an additional fee.

located in cambridge, ma, between central, harvard and porter squares these apartments are close to the friendly bustle of restaurants, public transportation and shops and are well suited for enjoying an evening on the town or a cozy day at home. however, the incomparable location near harvard university is only one of the attractions of these apartments for rent in cambridge. residents enjoy personalized and attentive customer service from ty's courteous staff. for the convenience and comfort of our residents, we offer a 24-hour maintenance guarantee and online rent payment.




steve wax
rent realty, llc
show contact info

show contact info"
gbs,nfb,$1250 / 1br - 1300ft² - ROOMMATE for 1br in a Renovated 3br/2ba !Fee Negotiable! (South End),2014-10-20  9:12am,2014-10-22  9:37am,http://boston.craigslist.org/gbs/nfb/4722932265.html,"        great bedroom available in this newly renovated 3br/2ba duplex! new kitchen, bathrooms, windows, lights, everything! upstairs has a bedroom, bathroom, kitchen, and the living/dining area. downstairs are the other two bedrooms, a bathroom, and the private laundry room."
